# Lagarith range-coder reciprocal-multiply LUT (extraction artefact)
#
# Source binary (x86-64): reference/binaries/system32/lagarith.dll
#   SHA-256: f90f371146ee0b762e4d0c95b336cad2dcff8802953e8667ed0b16389b1dd89c
#   RVA:        0x0001b9a0
#   File offset: 0x0001ada0
# Source binary (i386):  reference/binaries/syswow64/lagarith.dll
#   SHA-256: bac1ea74a9763008f44d3d0f2951ba9a44853e0d72164521a74dc7dd1df20bcc
#   RVA:        0x0002e870
#   File offset: 0x0002d270
# Cross-arch byte-equivalence: IDENTICAL
#
# Total entries: 2048 (each entry is one little-endian uint32)
# Total bytes:   8192
# Tool: extract-luts.sh (this script) + python3 struct.unpack('<2048I', ...)
#
# Columns: index, value_hex, value_dec
# value is the 32-bit little-endian word at file offset (T0_OFF + index*4).
index,value_hex,value_dec
1819,0x00240751,2361169
1820,0x00240240,2359872
1821,0x0023fd30,2358576
1822,0x0023f821,2357281
1823,0x0023f314,2355988
1824,0x0023ee08,2354696
1825,0x0023e8fe,2353406
1826,0x0023e3f5,2352117
1827,0x0023deee,2350830
1828,0x0023d9e8,2349544
1829,0x0023d4e3,2348259
1830,0x0023cfe0,2346976
1831,0x0023cade,2345694
1832,0x0023c5de,2344414
1833,0x0023c0df,2343135
1834,0x0023bbe1,2341857
1835,0x0023b6e5,2340581
1836,0x0023b1ea,2339306
1837,0x0023acf1,2338033
1838,0x0023a7f9,2336761
1839,0x0023a302,2335490
1840,0x00239e0d,2334221
1841,0x00239919,2332953
1842,0x00239426,2331686
1843,0x00238f35,2330421
1844,0x00238a45,2329157
1845,0x00238557,2327895
1846,0x0023806a,2326634
1847,0x00237b7e,2325374
1848,0x00237694,2324116
1849,0x002371ab,2322859
1850,0x00236cc3,2321603
1851,0x002367dd,2320349
1852,0x002362f8,2319096
1853,0x00235e15,2317845
1854,0x00235933,2316595
1855,0x00235452,2315346
1856,0x00234f72,2314098
1857,0x00234a94,2312852
1858,0x002345b7,2311607
1859,0x002340dc,2310364
1860,0x00233c02,2309122
1861,0x00233729,2307881
1862,0x00233251,2306641
1863,0x00232d7b,2305403
1864,0x002328a7,2304167
1865,0x002323d3,2302931
1866,0x00231f01,2301697
1867,0x00231a30,2300464
1868,0x00231561,2299233
1869,0x00231092,2298002
1870,0x00230bc5,2296773
1871,0x002306fa,2295546
1872,0x00230230,2294320
1873,0x0022fd67,2293095
1874,0x0022f89f,2291871
1875,0x0022f3d9,2290649
1876,0x0022ef14,2289428
1877,0x0022ea50,2288208
1878,0x0022e58e,2286990
1879,0x0022e0cc,2285772
1880,0x0022dc0d,2284557
1881,0x0022d74e,2283342
1882,0x0022d291,2282129
1883,0x0022cdd5,2280917
1884,0x0022c91a,2279706
1885,0x0022c461,2278497
1886,0x0022bfa9,2277289
1887,0x0022baf2,2276082
1888,0x0022b63c,2274876
1889,0x0022b188,2273672
1890,0x0022acd5,2272469
1891,0x0022a823,2271267
1892,0x0022a373,2270067
1893,0x00229ec4,2268868
1894,0x00229a16,2267670
1895,0x00229569,2266473
1896,0x002290be,2265278
1897,0x00228c13,2264083
1898,0x0022876b,2262891
1899,0x002282c3,2261699
1900,0x00227e1d,2260509
1901,0x00227977,2259319
1902,0x002274d4,2258132
1903,0x00227031,2256945
1904,0x00226b90,2255760
1905,0x002266f0,2254576
1906,0x00226251,2253393
1907,0x00225db3,2252211
1908,0x00225917,2251031
1909,0x0022547b,2249851
1910,0x00224fe1,2248673
1911,0x00224b49,2247497
1912,0x002246b1,2246321
1913,0x0022421b,2245147
1914,0x00223d86,2243974
1915,0x002238f2,2242802
1916,0x00223460,2241632
1917,0x00222fce,2240462
1918,0x00222b3e,2239294
1919,0x002226af,2238127
1920,0x00222222,2236962
1921,0x00221d95,2235797
1922,0x0022190a,2234634
1923,0x00221480,2233472
1924,0x00220ff7,2232311
1925,0x00220b6f,2231151
1926,0x002206e9,2229993
1927,0x00220264,2228836
1928,0x0021fde0,2227680
1929,0x0021f95d,2226525
1930,0x0021f4db,2225371
1931,0x0021f05b,2224219
1932,0x0021ebdb,2223067
1933,0x0021e75d,2221917
1934,0x0021e2e1,2220769
1935,0x0021de65,2219621
1936,0x0021d9ea,2218474
1937,0x0021d571,2217329
1938,0x0021d0f9,2216185
1939,0x0021cc82,2215042
1940,0x0021c80c,2213900
1941,0x0021c398,2212760
1942,0x0021bf24,2211620
1943,0x0021bab2,2210482
1944,0x0021b641,2209345
1945,0x0021b1d1,2208209
1946,0x0021ad62,2207074
1947,0x0021a8f5,2205941
1948,0x0021a488,2204808
1949,0x0021a01d,2203677
1950,0x00219bb3,2202547
1951,0x0021974a,2201418
1952,0x002192e2,2200290
1953,0x00218e7c,2199164
1954,0x00218a16,2198038
1955,0x002185b2,2196914
1956,0x0021814f,2195791
1957,0x00217ced,2194669
1958,0x0021788c,2193548
1959,0x0021742c,2192428
1960,0x00216fcd,2191309
1961,0x00216b70,2190192
1962,0x00216714,2189076
1963,0x002162b8,2187960
1964,0x00215e5e,2186846
1965,0x00215a05,2185733
1966,0x002155ae,2184622
1967,0x00215157,2183511
1968,0x00214d02,2182402
1969,0x002148ad,2181293
1970,0x0021445a,2180186
1971,0x00214008,2179080
1972,0x00213bb7,2177975
1973,0x00213767,2176871
1974,0x00213318,2175768
1975,0x00212eca,2174666
1976,0x00212a7e,2173566
1977,0x00212633,2172467
1978,0x002121e8,2171368
1979,0x00211d9f,2170271
1980,0x00211957,2169175
1981,0x00211510,2168080
1982,0x002110ca,2166986
1983,0x00210c85,2165893
1984,0x00210842,2164802
1985,0x002103ff,2163711
1986,0x0020ffbe,2162622
1987,0x0020fb7d,2161533
1988,0x0020f73e,2160446
1989,0x0020f300,2159360
1990,0x0020eec3,2158275
1991,0x0020ea87,2157191
1992,0x0020e64c,2156108
1993,0x0020e212,2155026
1994,0x0020ddd9,2153945
1995,0x0020d9a1,2152865
1996,0x0020d56b,2151787
1997,0x0020d135,2150709
1998,0x0020cd01,2149633
1999,0x0020c8cd,2148557
2000,0x0020c49b,2147483
2001,0x0020c06a,2146410
2002,0x0020bc3a,2145338
2003,0x0020b80b,2144267
2004,0x0020b3dd,2143197
2005,0x0020afb0,2142128
2006,0x0020ab84,2141060
2007,0x0020a759,2139993
2008,0x0020a32f,2138927
2009,0x00209f07,2137863
2010,0x00209adf,2136799
2011,0x002096b9,2135737
2012,0x00209293,2134675
2013,0x00208e6f,2133615
2014,0x00208a4b,2132555
2015,0x00208629,2131497
2016,0x00208208,2130440
2017,0x00207de7,2129383
2018,0x002079c8,2128328
2019,0x002075aa,2127274
2020,0x0020718d,2126221
2021,0x00206d71,2125169
2022,0x00206956,2124118
2023,0x0020653c,2123068
2024,0x00206123,2122019
2025,0x00205d0b,2120971
2026,0x002058f4,2119924
2027,0x002054de,2118878
2028,0x002050c9,2117833
2029,0x00204cb6,2116790
2030,0x002048a3,2115747
2031,0x00204491,2114705
2032,0x00204081,2113665
2033,0x00203c71,2112625
2034,0x00203862,2111586
2035,0x00203455,2110549
2036,0x00203048,2109512
2037,0x00202c3c,2108476
2038,0x00202832,2107442
2039,0x00202428,2106408
2040,0x00202020,2105376
2041,0x00201c18,2104344
2042,0x00201812,2103314
2043,0x0020140c,2102284
2044,0x00201008,2101256
2045,0x00200c04,2100228
2046,0x00200802,2099202
2047,0x00200400,2098176
